leader,iso3,startyear,endyear,circle_id
Crin Antonescu,ROU,2012,2012,CIRC_00730
Kolinda Grabar-Kitarovic,HRV,2015,2020,CIRC_00212
Justin Trudeau,CAN,2015,2023,CIRC_00162
Bob Denard,FRA,1995,1995,CIRC_00196
Berlusconi,ITA,1994,1995,CIRC_00418
Berlusconi,ITA,2001,2006,CIRC_00418
Berlusconi,ITA,2008,2011,CIRC_00418
Mesic,HRV,2000,2010,CIRC_00211
Petro Poroshenko,UKR,2014,2019,CIRC_00900
Mitterand,FRA,1981,1995,CIRC_00294
Borut Pahor,SVN,2008,2012,CIRC_00776
Vasile,ROU,1998,1999,CIRC_00726
Klaus Iohannis,ROU,2014,2023,CIRC_00731
Pavletic,HRV,1999,2000,CIRC_00210
Tomcic,HRV,2000,2000,CIRC_00210
Josipovic,HRV,2010,2015,CIRC_00210
Zoran Milanovic,HRV,2020,2023,CIRC_00210
Monti,ITA,2011,2013,CIRC_00422
Peterle,SVN,1991,1992,CIRC_00772
Gorbachev,RUS,1985,1991,CIRC_00732
Robert Golob,SVN,2022,2023,CIRC_00777
Janez Jansa,SVN,2004,2008,CIRC_00775
Janez Jansa,SVN,2012,2013,CIRC_00775
Janez Jansa,SVN,2020,2022,CIRC_00775
Ignazio Cassis,CHE,2021,2022,CIRC_00831
Tudjman,HRV,1990,1999,CIRC_00209
Bajuk,SVN,2000,2000,CIRC_00774
Anton Rop,SVN,2002,2004,CIRC_00774
Cerar,SVN,2014,2018,CIRC_00774
Sarec,SVN,2018,2020,CIRC_00774
Pascal Couchepin,CHE,2003,2003,CIRC_00819
Pascal Couchepin,CHE,2008,2008,CIRC_00819
Cotti,CHE,1991,1991,CIRC_00813
Cotti,CHE,1998,1998,CIRC_00813
Vacariou,UKR,1992,1996,CIRC_00723
Vacariou,UKR,2007,2007,CIRC_00723
Calmy-Rey,CHE,2007,2007,CIRC_00822
Calmy-Rey,CHE,2011,2011,CIRC_00822
Drnovsek,SVN,1992,2000,CIRC_00773
Drnovsek,SVN,2000,2002,CIRC_00773
Bratusek,SVN,2013,2014,CIRC_00773
Bajnai,HUN,2009,2010,CIRC_00370
Tarlev,MDA,2001,2008,CIRC_00560
Viola Amherd,CHE,2023,2023,CIRC_00832
Ciorbea,ROU,1996,1998,CIRC_00724
Boross,HUN,1993,1994,CIRC_00367
Guy Parmelin,CHE,2020,2021,CIRC_00830
Delamuraz,CHE,1996,1996,CIRC_00818
Ogi,CHE,1993,1993,CIRC_00815
Ogi,CHE,2000,2000,CIRC_00815
Iurie Leanca,MDA,2013,2015,CIRC_00564
Iurie Leanca,MDA,2013,2015,CIRC_00946
Chretien,CAN,1993,2003,CIRC_00159
Stanishev,UKR,2005,2009,CIRC_00146
Kucan,SVN,1990,1991,CIRC_00771
Joseph Deiss,CHE,2004,2004,CIRC_00820
Alain Berset,CHE,2017,2018,CIRC_00820
Alain Berset,CHE,2022,2023,CIRC_00820
Eveline Widmer-Schlumpf,CHE,2012,2012,CIRC_00825
Alexander Schallenberg,CHE,2021,2021,CIRC_00049
Vlad Filat,MDA,2009,2013,CIRC_00563
Dejeu,ROU,1998,1998,CIRC_00725
Vlad Filat,MDA,2009,2013,CIRC_00965
Chiril Gaburici,MDA,2015,2015,CIRC_00565
Natalia Gavrili<U+021B>a,MDA,2021,2023,CIRC_00573
Didier Burkhalter,CHE,2014,2014,CIRC_00827
Aureliu Ciocoi,MDA,2020,2021,CIRC_00572
Johnann Schneider-Ammann,CHE,2016,2016,CIRC_00829
Natalia Gherman,MDA,2015,2015,CIRC_00566
Pirlog,MDA,2009,2009,CIRC_00959
Pirlog,MDA,2009,2009,CIRC_00562
Elbegdorj,MNG,2009,2017,CIRC_00590
Felber,CHE,1992,1992,CIRC_00814
Leuenberger,CHE,2001,2001,CIRC_00814
Leuenberger,CHE,2006,2006,CIRC_00814
Schmid,CHE,2005,2005,CIRC_00821
Pavel Filip,MDA,2016,2019,CIRC_00569
Simonetta Sommaruga,CHE,2015,2015,CIRC_00828
Simonetta Sommaruga,CHE,2019,2020,CIRC_00828
Orban,HUN,1998,2002,CIRC_00368
Orban,HUN,2010,2023,CIRC_00368
Ion Chicu,MDA,2019,2020,CIRC_00571
Villiger,CHE,1995,1995,CIRC_00817
Villiger,CHE,2002,2002,CIRC_00817
Doris Leuthard,CHE,2010,2010,CIRC_00824
Doris Leuthard,CHE,2016,2017,CIRC_00824
Szuros,HUN,1989,1990,CIRC_00365
Ueli Maurer,CHE,2013,2013,CIRC_00826
Ueli Maurer,CHE,2018,2019,CIRC_00826
Ferenc Gyurcsany,HUN,2004,2009,CIRC_00369
Hans-Rudolf Merz,CHE,2009,2009,CIRC_00823
Koller,CHE,1990,1990,CIRC_00812
Koller,CHE,1997,1997,CIRC_00812
Dreifuss,CHE,1999,1999,CIRC_00812
Maia Sandu,MDA,2019,2019,CIRC_00570
Antall,HUN,1990,1993,CIRC_00366
Horn,HUN,1994,1998,CIRC_00366
Peter Medgyessy,HUN,2002,2004,CIRC_00366
Hartwig L��ger,AUT,2019,2019,CIRC_00048
Stich,CHE,1994,1994,CIRC_00816
Eugen Bejinariu,ROU,2004,2004,CIRC_00728
Valeriu Strelet,MDA,2015,2015,CIRC_00567
L'udovit Odor,SVK,2023,2023,CIRC_00770
Volodymyr Zelensky,UKR,2019,2023,CIRC_00901
Enkhbayar,MNG,2005,2009,CIRC_00589
Battulga,MNG,2017,2021,CIRC_00589
Ukhnaagiin Kh��rels��kh,MNG,2021,2023,CIRC_00589
Snegur,MDA,1990,1997,CIRC_00558
Lucinschi,MDA,1997,2001,CIRC_00559
Lucinschi,MDA,1997,2001,CIRC_00949
Klima,AUT,1997,2000,CIRC_00043
Bagabandi,MNG,1997,2005,CIRC_00588
Babis,SVK,2017,2020,CIRC_00230
Radicova,SVK,2010,2012,CIRC_00230
Eduard Heger,SVK,2021,2023,CIRC_00230
Kurz,AUT,2017,2019,CIRC_00047
Kurz,AUT,2020,2021,CIRC_00047
Kern,AUT,2016,2017,CIRC_00046
Gusenbauer,AUT,2007,2008,CIRC_00044
Vranitzky,AUT,1986,1997,CIRC_00042
Schussel,AUT,2000,2007,CIRC_00042
Faymann,AUT,2008,2016,CIRC_00042
Bierlein,AUT,2019,2020,CIRC_00042
Nehammer,AUT,2021,2023,CIRC_00042
Yanukovych,UKR,2010,2014,CIRC_00898
Ochirbat,MNG,1990,1997,CIRC_00587
Dorin Recean,MDA,2023,2023,CIRC_00574
Gheorghe Brega,MDA,2015,2016,CIRC_00568
Igor Matovic,SVK,2020,2021,CIRC_00769
Pellegrini,SVK,2018,2020,CIRC_00768
Oleksandr Turchynov,UKR,2014,2014,CIRC_00899
Reinhold Mitterlehner,AUT,2016,2016,CIRC_00045
Robert Fico,SVK,2006,2010,CIRC_00767
Robert Fico,SVK,2012,2018,CIRC_00767
Robert Fico,SVK,2023,2023,CIRC_00767
Meciar,SVK,1993,1994,CIRC_00764
Meciar,SVK,1994,1998,CIRC_00764
Moravcik,SVK,1994,1994,CIRC_00765
Calfa,SVK,1989,1992,CIRC_00220
Kim Jong-Il,RUS,1994,2011,CIRC_00710
Chirac,FRA,1995,2007,CIRC_00295
Zourabichvili,FRA,2018,2023,CIRC_00331
Sarkozy,FRA,2007,2012,CIRC_00296
Dzurinda,SVK,1998,2006,CIRC_00766
Necas,CZE,2010,2013,CIRC_00227
Sobotka,CZE,2014,2017,CIRC_00229
Fiala,CZE,2021,2023,CIRC_00231
Mulroney,CAN,1984,1993,CIRC_00157
Kim Campbell,CAN,1993,1993,CIRC_00158
Topolanek,CZE,2006,2009,CIRC_00226
Hollande,FRA,2012,2017,CIRC_00297
Kohl,DEU,1982,1998,CIRC_00307
Luc Frieden,LUX,2023,2023,CIRC_00519
Paroubek,CZE,2005,2006,CIRC_00225
Xavier Bettel,LUX,2013,2023,CIRC_00518
Batmonkh,MNG,1984,1990,CIRC_00586
Santer,LUX,1984,1995,CIRC_00516
Strasky,CZE,1992,1992,CIRC_00221
Juncker,LUX,1995,2013,CIRC_00517
Rusnok,CZE,2013,2014,CIRC_00228
Macron,FRA,2017,2023,CIRC_00298
Zeman,CZE,1998,2002,CIRC_00224
Andrzej Duda,POL,2015,2023,CIRC_00705
Klaus,CZE,1993,1997,CIRC_00222
Spidla,CZE,2002,2004,CIRC_00222
Stanislav Gross,CZE,2004,2005,CIRC_00222
Fischer,CZE,2009,2010,CIRC_00222
Kravchuk,UKR,1990,1994,CIRC_00895
Tosovsky,CZE,1997,1998,CIRC_00223
Di Rupo,BEL,2011,2014,CIRC_00065
Charles Michel,BEL,2014,2019,CIRC_00066
Schetyna,POL,2010,2010,CIRC_00704
May,GBR,2016,2019,CIRC_00891
Leterme,BEL,2008,2008,CIRC_00063
Leterme,BEL,2009,2011,CIRC_00063
van Rompuy,BEL,2008,2009,CIRC_00064
Sophie Wilmes,BEL,2019,2020,CIRC_00067
Yushchenko,UKR,2005,2010,CIRC_00897
Sunak,GBR,2022,2023,CIRC_00894
Alexander De Croo,BEL,2020,2023,CIRC_00068
Verhofstadt,BEL,1999,2008,CIRC_00062
Martens,BEL,1981,1992,CIRC_00060
Major,GBR,1990,1997,CIRC_00888
Komorowski,POL,2010,2010,CIRC_00702
Komorowski,POL,2010,2015,CIRC_00702
Ian Khama,GBR,2008,2018,CIRC_00122
Gillard,GBR,2010,2013,CIRC_00039
Jaruzelski,POL,1981,1990,CIRC_00698
Jan Peter Balkenende,NLD,2002,2010,CIRC_00655
Abbott,GBR,2013,2015,CIRC_00040
Thompson,GBR,2008,2010,CIRC_00040
Cameron,GBR,2010,2016,CIRC_00040
Truss,GBR,2022,2022,CIRC_00893
Mich��al Martin,IRL,2020,2022,CIRC_00393
Lubbers,NLD,1982,1994,CIRC_00653
Kok,NLD,1994,2002,CIRC_00654
Schroder,DEU,1998,2005,CIRC_00308
Kuchma,UKR,1994,2005,CIRC_00896
Mark Rutte,NLD,2010,2023,CIRC_00656
Scholz,DEU,2021,2023,CIRC_00310
Kaczynski,POL,2005,2010,CIRC_00701
Gysi,DEU,1989,1990,CIRC_00306
Walesa,POL,1990,1995,CIRC_00699
Shamir,BLR,1986,1992,CIRC_00407
Thatcher,GBR,1979,1990,CIRC_00887
Hryb,BLR,1994,1994,CIRC_00088
B. Cowen,IRL,2008,2011,CIRC_00392
Ahern,IRL,1997,2008,CIRC_00391
Leo Varadkar,IRL,2017,2020,CIRC_00391
Leo Varadkar,IRL,2022,2023,CIRC_00391
Ahern,IRL,1997,2008,CIRC_00391
Merkel,DEU,2005,2021,CIRC_00309
Bruton,IRL,1994,1997,CIRC_00390
Reynolds,IRL,1992,1994,CIRC_00389
Haughey,IRL,1987,1992,CIRC_00388
E. Kenny,IRL,2011,2017,CIRC_00388
Shushkevich,BLR,1991,1994,CIRC_00087
Kwasniewski,POL,1995,2005,CIRC_00700
Borusewicz,POL,2010,2010,CIRC_00703
Peres,BLR,1995,1996,CIRC_00409
Lukashenko,BLR,1994,2023,CIRC_00089
Donald Tusk,POL,2023,2023,CIRC_00706
Paulauskas,LTU,2004,2004,CIRC_00514
Grybauskaite,LTU,2009,2019,CIRC_00514
Landsbergis,LTU,1990,1992,CIRC_00511
Adamkus,LTU,1998,2003,CIRC_00511
Adamkus,LTU,2004,2009,CIRC_00511
Schluter,DNK,1982,1993,CIRC_00232
Vejjajiva,GBR,2008,2011,CIRC_00857
Nyrup Rasmussen,DNK,1993,2001,CIRC_00233
Thorning-Schmidt,DNK,2011,2015,CIRC_00236
Gitanas Nauseda,LTU,2019,2023,CIRC_00515
Lars L<U+FFFD>kke Rasmussen,DNK,2009,2011,CIRC_00235
Lars L<U+FFFD>kke Rasmussen,DNK,2015,2019,CIRC_00235
Kristersson,SWE,2022,2023,CIRC_00811
Lukanov,RUS,1990,1990,CIRC_00141
Brown,GBR,2007,2010,CIRC_00890
Blair,GBR,1997,2007,CIRC_00889
Brazauskas,LTU,1992,1998,CIRC_00512
Paksas,LTU,2003,2004,CIRC_00513
Kristopans,RUS,1998,1999,CIRC_00474
Fogh Rasmussen,DNK,2001,2009,CIRC_00234
Repse,LVA,2002,2004,CIRC_00475
Bildt,SWE,1991,1994,CIRC_00807
Lamdota Straujuma,LVA,2014,2016,CIRC_00477
Godmanis,LVA,1990,1993,CIRC_00472
Birkavs,LVA,1993,1994,CIRC_00472
Gailis,LVA,1994,1995,CIRC_00472
Krasts,LVA,1997,1998,CIRC_00472
Berzins,LVA,2000,2002,CIRC_00472
Aigars Kalvitis,LVA,2004,2007,CIRC_00472
Godmanis,LVA,2007,2009,CIRC_00472
Dombrovskis,LVA,2009,2014,CIRC_00472
Evikia Silina,LVA,2023,2023,CIRC_00472
Mette Frederiksen,DNK,2019,2023,CIRC_00237
Skele,LVA,1995,1997,CIRC_00473
Skele,LVA,1999,2000,CIRC_00473
Maris Kucinskis,LVA,2016,2019,CIRC_00478
Carlsson,SWE,1986,1991,CIRC_00806
Carlsson,SWE,1994,1996,CIRC_00806
Indulis Emsis,LVA,2004,2004,CIRC_00476
Vahi,EST,1992,1992,CIRC_00267
Vahi,EST,1995,1997,CIRC_00267
Siimann,EST,1997,1999,CIRC_00270
Laar,EST,1992,1994,CIRC_00268
Laar,EST,1999,2002,CIRC_00268
Ansip,EST,2005,2014,CIRC_00271
Greceanii,RUS,2008,2009,CIRC_00561
Persson,SWE,1996,2006,CIRC_00808
Syse,NOR,1989,1990,CIRC_00646
Reinfeldt,SWE,2006,2014,CIRC_00809
Stefan L<U+FFFD>fven,SWE,2014,2022,CIRC_00809
Savisaar,EST,1991,1992,CIRC_00266
Tarand,EST,1994,1995,CIRC_00269
Siim Kallas,EST,2002,2003,CIRC_00269
Parts,EST,2003,2005,CIRC_00269
Roivas,EST,2014,2016,CIRC_00269
Ratas,EST,2016,2021,CIRC_00269
Kaja Kallas,EST,2021,2023,CIRC_00269
Lahnstein,NOR,1998,1998,CIRC_00650
Jagland,NOR,1996,1997,CIRC_00648
Magdalena Andersson,SWE,2021,2022,CIRC_00810
Stoltenberg,NOR,2000,2001,CIRC_00651
Stoltenberg,NOR,2005,2013,CIRC_00651
Jonas Gahr St��re,NOR,2021,2023,CIRC_00651
Brundtland,NOR,1990,1996,CIRC_00647
Putin,RUS,1999,2023,CIRC_00734
Halonen,FIN,2000,2012,CIRC_00284
Sauli Niinist��,FIN,2012,2023,CIRC_00285
Solberg,NOR,2013,2021,CIRC_00652
Koivisto,FIN,1981,1994,CIRC_00282
Marthi Ahtisaari,RUS,1994,2000,CIRC_00283
Bondevik,NOR,1997,1998,CIRC_00649
Bondevik,NOR,1998,2000,CIRC_00649
Bondevik,NOR,2001,2005,CIRC_00649
Yeltsin,RUS,1991,1999,CIRC_00733
Hermannsson,ISL,1988,1991,CIRC_00371
Oddsson,ISL,1991,2004,CIRC_00371
Hilmar Haarde,ISL,2006,2009,CIRC_00371
Sigurdardottir,ISL,2009,2013,CIRC_00371
Gunnlaugsson,ISL,2013,2016,CIRC_00371
Benediktsson,ISL,2017,2017,CIRC_00371
Jakobsdottir,ISL,2017,2023,CIRC_00371
Johannsson,ISL,2016,2017,CIRC_00373
Halldor Asgrimsson,ISL,2004,2006,CIRC_00372
